TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
3R_25473085_25473099_P-element	head	AKA-017	increment	TOM-007	1	H3K9me3	3	15.356	1	N	consistent	H3K9me3
3R_25473085_25473099_P-element	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25473085_25473099_P-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	gut	SLA-001	increment	JUT-011	1	H3K27ac	1	3.36	1	N	threshold=1	H3K27ac
3R_25508517_25508521_jockey	gut	SLA-001	increment	MUN-016	1	H3K27ac	1	30.312	1	N	threshold=1	H3K27ac
3R_25508517_25508521_jockey	gut	SLA-001	increment	TOM-007	1	H3K27ac	1	21.444	1	N	threshold=1	H3K27ac
3R_25508517_25508521_jockey	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	head	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25508517_25508521_jockey	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25508517_25508521_jockey	head	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25508517_25508521_jockey	ovary	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	ovary	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25508517_25508521_jockey	ovary	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	head	TOM-007	increment	AKA-017	1	H3K27ac	4	18.242	1	N	consistent	H3K27ac
3R_25540488_25540488_pogo	head	TOM-007	increment	JUT-011	1	H3K27ac	2	16.593	1	N	consistent	H3K27ac
3R_25540488_25540488_pogo	head	TOM-007	increment	MUN-016	1	H3K27ac	1	16.014	1	N	consistent	H3K27ac
3R_25540488_25540488_pogo	head	TOM-007	increment	SLA-001	1	H3K27ac	1	12.303	1	N	consistent	H3K27ac
3R_25540488_25540488_pogo	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25540488_25540488_pogo	ovary	TOM-007	increment	JUT-011	1	H3K9me3	3	27.68	1	N	threshold=1	H3K9me3
3R_25540488_25540488_pogo	ovary	TOM-007	increment	MUN-016	1	H3K9me3	5	22.218	1	N	threshold=1	H3K9me3
3R_25540488_25540488_pogo	ovary	TOM-007	increment	SLA-001	1	H3K9me3	3	24.301	1	N	threshold=1	H3K9me3
3R_25540488_25540488_pogo	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25540488_25540488_pogo	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25552408_25552408_17-6	ovary	TOM-007	increment	AKA-017	1	H3K27ac	2	23.252	1	N	consistent	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	JUT-011	1	H3K27ac	3	48.245	1	N	consistent	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	MUN-016	1	H3K27ac	1	25.084	1	N	consistent	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	SLA-001	1	H3K27ac	3	79.341	1	N	consistent	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	JUT-011	1	H3K9me3	2	25.321	1	N	threshold=1	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	MUN-016	1	H3K9me3	2	58.631	1	N	threshold=1	bivalent
3R_25552408_25552408_17-6	ovary	TOM-007	increment	SLA-001	1	H3K9me3	3	35.754	1	N	threshold=1	bivalent
3R_25571371_25571373_H	gut	JUT-011	increment	AKA-017	1	H3K9me3	1	25.759	1	N	threshold=1	H3K9me3
3R_25571371_25571373_H	gut	JUT-011	increment	MUN-016	1	H3K9me3	1	15.902	1	N	threshold=1	H3K9me3
3R_25571371_25571373_H	gut	JUT-011	increment	SLA-001	1	H3K9me3	1	22.155	1	N	threshold=1	H3K9me3
3R_25571371_25571373_H	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	head	JUT-011	increment	AKA-017	1	H3K9me3	1	12.466	1	N	consistent	H3K9me3
3R_25571371_25571373_H	head	JUT-011	increment	MUN-016	1	H3K9me3	9	49.475	1	N	consistent	H3K9me3
3R_25571371_25571373_H	head	JUT-011	increment	SLA-001	1	H3K9me3	6	38.903	1	N	consistent	H3K9me3
3R_25571371_25571373_H	head	JUT-011	increment	TOM-007	1	H3K9me3	3	28.821	1	N	consistent	H3K9me3
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25571371_25571373_H	ovary	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	AKA-017	1	H3K27ac	3	-33.528	1	N	threshold=1	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	JUT-011	1	H3K27ac	2	-36.994	1	N	threshold=1	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	TOM-007	1	H3K27ac	1	-35.134	1	N	threshold=1	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	AKA-017	1	H3K9me3	2	-33.391	1	N	consistent	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	JUT-011	1	H3K9me3	3	-50.388	1	N	consistent	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	SLA-001	1	H3K9me3	1	-20.666	1	N	consistent	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	head	MUN-016	depletion	TOM-007	1	H3K9me3	1	-32.686	1	N	consistent	bivalent
3R_25607742_25607742_Gypsy-2_Dsim	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25607742_25607742_Gypsy-2_Dsim	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25607742_25607742_Gypsy-2_Dsim	ovary	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25616976_25616976_H	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25616976_25616976_H	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25616976_25616976_H	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25616976_25616976_H	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25616976_25616976_H	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25616976_25616976_H	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25616976_25616976_H	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	gut	MUN-016	increment	AKA-017	1	H3K27ac	1	33.696	1	N	consistent	H3K27ac
3R_25617302_25617302_H	gut	MUN-016	increment	JUT-011	1	H3K27ac	3	20.382	1	N	consistent	H3K27ac
3R_25617302_25617302_H	gut	MUN-016	increment	SLA-001	1	H3K27ac	1	46.245	1	N	consistent	H3K27ac
3R_25617302_25617302_H	gut	MUN-016	increment	TOM-007	1	H3K27ac	1	45.123	1	N	consistent	H3K27ac
3R_25617302_25617302_H	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25617302_25617302_H	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25617302_25617302_H	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25617302_25617302_H	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25617302_25617302_H	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25617302_25617302_H	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25617302_25617302_H	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25617302_25617302_H	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	ovary	MUN-016	increment	AKA-017	1	H3K27ac	1	28.68	1	N	consistent	H3K27ac
3R_25617302_25617302_H	ovary	MUN-016	increment	JUT-011	1	H3K27ac	1	39.939	1	N	consistent	H3K27ac
3R_25617302_25617302_H	ovary	MUN-016	increment	SLA-001	1	H3K27ac	1	68.527	1	N	consistent	H3K27ac
3R_25617302_25617302_H	ovary	MUN-016	increment	TOM-007	1	H3K27ac	1	34.201	1	N	consistent	H3K27ac
3R_25617302_25617302_H	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25617302_25617302_H	ovary	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25678756_25678758_Burdock	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	head	TOM-007	increment	JUT-011	1	H3K9me3	1	12.003	1	N	threshold=1	H3K9me3
3R_25678756_25678758_Burdock	head	TOM-007	increment	MUN-016	1	H3K9me3	1	5.017	1	N	threshold=1	H3K9me3
3R_25678756_25678758_Burdock	head	TOM-007	increment	SLA-001	1	H3K9me3	1	18.154	1	N	threshold=1	H3K9me3
3R_25678756_25678758_Burdock	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	ovary	TOM-007	increment	AKA-017	1	H3K9me3	2	195.97	1	N	consistent	H3K9me3
3R_25678756_25678758_Burdock	ovary	TOM-007	increment	JUT-011	1	H3K9me3	5	223.431	1	N	consistent	H3K9me3
3R_25678756_25678758_Burdock	ovary	TOM-007	increment	MUN-016	1	H3K9me3	7	357.695	1	N	consistent	H3K9me3
3R_25678756_25678758_Burdock	ovary	TOM-007	increment	SLA-001	1	H3K9me3	2	237.005	1	N	consistent	H3K9me3
3R_25678756_25678758_Burdock	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25678756_25678758_Burdock	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	AKA-017	1	H3K27ac	2	-92.235	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	MUN-016	1	H3K27ac	12	-89.536	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	SLA-001	1	H3K27ac	12	-90.287	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	TOM-007	1	H3K27ac	11	-89.238	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	AKA-017	1	H3K9me3	2	-89.256	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	MUN-016	1	H3K9me3	12	-87.733	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	SLA-001	1	H3K9me3	12	-89.84	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	gut	JUT-011	depletion	TOM-007	1	H3K9me3	11	-88.689	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	AKA-017	1	H3K27ac	2	-90.804	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	MUN-016	1	H3K27ac	12	-92.286	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	SLA-001	1	H3K27ac	12	-90.83	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	TOM-007	1	H3K27ac	11	-92.608	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	AKA-017	1	H3K9me3	2	-87.239	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	MUN-016	1	H3K9me3	4	-86.109	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	SLA-001	1	H3K9me3	4	-85.346	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	head	JUT-011	depletion	TOM-007	1	H3K9me3	11	-86.68	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	AKA-017	1	H3K27ac	2	-90.21	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	MUN-016	1	H3K27ac	12	-87.006	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	SLA-001	1	H3K27ac	12	-88.09	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	TOM-007	1	H3K27ac	11	-89.14	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	AKA-017	1	H3K9me3	2	-89.297	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	MUN-016	1	H3K9me3	10	-87.096	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	SLA-001	1	H3K9me3	12	-87.161	1	N	consistent	bivalent
3R_25798111_25798115_Rt1b	ovary	JUT-011	depletion	TOM-007	1	H3K9me3	11	-90.467	1	N	consistent	bivalent
3R_25809191_25809193_mdg1	gut	TOM-007	depletion	AKA-017	1	H3K27ac	1	-17.783	1	N	consistent	H3K27ac
3R_25809191_25809193_mdg1	gut	TOM-007	depletion	JUT-011	1	H3K27ac	1	-14.407	1	N	consistent	H3K27ac
3R_25809191_25809193_mdg1	gut	TOM-007	depletion	MUN-016	1	H3K27ac	1	-13.564	1	N	consistent	H3K27ac
3R_25809191_25809193_mdg1	gut	TOM-007	depletion	SLA-001	1	H3K27ac	1	-10.774	1	N	consistent	H3K27ac
3R_25809191_25809193_mdg1	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25809191_25809193_mdg1	ovary	TOM-007	increment	AKA-017	1	H3K9me3	4	121.645	1	N	consistent	H3K9me3
3R_25809191_25809193_mdg1	ovary	TOM-007	increment	JUT-011	1	H3K9me3	6	145.906	1	N	consistent	H3K9me3
3R_25809191_25809193_mdg1	ovary	TOM-007	increment	MUN-016	1	H3K9me3	19	179.42	1	N	consistent	H3K9me3
3R_25809191_25809193_mdg1	ovary	TOM-007	increment	SLA-001	1	H3K9me3	6	165.624	1	N	consistent	H3K9me3
3R_25809191_25809193_mdg1	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25809191_25809193_mdg1	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25809191_25809193_mdg1	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25882835_25882835_S-element	gut	AKA-017	depletion	JUT-011	1	H3K27ac	1	-26.195	1	N	consistent	H3K27ac
3R_25882835_25882835_S-element	gut	AKA-017	depletion	MUN-016	1	H3K27ac	1	-15.158	1	N	consistent	H3K27ac
3R_25882835_25882835_S-element	gut	AKA-017	depletion	SLA-001	1	H3K27ac	1	-35.56	1	N	consistent	H3K27ac
3R_25882835_25882835_S-element	gut	AKA-017	depletion	TOM-007	1	H3K27ac	1	-32.696	1	N	consistent	H3K27ac
3R_25882835_25882835_S-element	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25882835_25882835_S-element	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25882835_25882835_S-element	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25882835_25882835_S-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25883847_25883847_S-element	gut	AKA-017	depletion	JUT-011	1	H3K27ac	2	-23.858	1	N	threshold=1	bivalent
3R_25883847_25883847_S-element	gut	AKA-017	depletion	SLA-001	1	H3K27ac	2	-34.567	1	N	threshold=1	bivalent
3R_25883847_25883847_S-element	gut	AKA-017	depletion	TOM-007	1	H3K27ac	3	-29.619	1	N	threshold=1	bivalent
3R_25883847_25883847_S-element	gut	AKA-017	depletion	JUT-011	1	H3K9me3	1	-21.792	1	N	threshold=1	bivalent
